video_id,transition_id,frame_start,frame_end
C01_V0019,C01_V0019_T000000,0,49
C01_V0019,C01_V0019_T000001,50,101
C01_V0019,C01_V0019_T000002,102,322
C01_V0019,C01_V0019_T000003,323,363
C01_V0019,C01_V0019_T000004,364,384
C01_V0019,C01_V0019_T000005,385,443
C01_V0019,C01_V0019_T000006,444,521
C01_V0019,C01_V0019_T000007,522,579
C01_V0019,C01_V0019_T000008,580,629
C01_V0019,C01_V0019_T000009,630,704
C01_V0019,C01_V0019_T000010,705,791
C01_V0019,C01_V0019_T000011,792,863
C01_V0019,C01_V0019_T000012,864,935
C01_V0019,C01_V0019_T000013,936,1401
C01_V0019,C01_V0019_T000014,1402,1501
C01_V0019,C01_V0019_T000015,1502,1555
C01_V0019,C01_V0019_T000016,1556,1574
C01_V0019,C01_V0019_T000017,1575,1616
C01_V0019,C01_V0019_T000018,1617,1638
C01_V0019,C01_V0019_T000019,1639,1670
C01_V0019,C01_V0019_T000020,1671,1689
C01_V0019,C01_V0019_T000021,1690,1711
C01_V0019,C01_V0019_T000022,1712,1731
C01_V0019,C01_V0019_T000023,1732,1759
C01_V0019,C01_V0019_T000024,1760,1792
C01_V0019,C01_V0019_T000025,1793,1826
C01_V0019,C01_V0019_T000026,1827,1887
C01_V0019,C01_V0019_T000027,1888,2221
C01_V0019,C01_V0019_T000028,2222,2367
C01_V0019,C01_V0019_T000029,2368,2429
C01_V0019,C01_V0019_T000030,2430,2467
C01_V0019,C01_V0019_T000031,2468,2507
C01_V0019,C01_V0019_T000032,2508,2564
C01_V0019,C01_V0019_T000033,2565,2604
C01_V0019,C01_V0019_T000034,2605,2803
C01_V0019,C01_V0019_T000035,2804,3123
C01_V0019,C01_V0019_T000036,3124,3177
C01_V0019,C01_V0019_T000037,3178,3238
C01_V0019,C01_V0019_T000038,3239,3317
C01_V0019,C01_V0019_T000039,3318,3389
C01_V0019,C01_V0019_T000040,3390,3443
C01_V0019,C01_V0019_T000041,3444,3502
C01_V0019,C01_V0019_T000042,3503,3622
C01_V0019,C01_V0019_T000043,3623,3699
C01_V0019,C01_V0019_T000044,3700,3807
C01_V0019,C01_V0019_T000045,3808,3909
C01_V0019,C01_V0019_T000046,3910,3975
C01_V0019,C01_V0019_T000047,3976,4036
C01_V0019,C01_V0019_T000048,4037,4104
C01_V0019,C01_V0019_T000049,4105,4142
C01_V0019,C01_V0019_T000050,4143,4297
C01_V0019,C01_V0019_T000051,4298,4494
C01_V0019,C01_V0019_T000052,4495,4583
C01_V0019,C01_V0019_T000053,4584,4653
C01_V0019,C01_V0019_T000054,4654,4709
C01_V0019,C01_V0019_T000055,4710,4762
C01_V0019,C01_V0019_T000056,4763,4798
C01_V0019,C01_V0019_T000057,4799,5264
C01_V0019,C01_V0019_T000058,5265,5329
C01_V0019,C01_V0019_T000059,5330,5377
C01_V0019,C01_V0019_T000060,5378,5442
C01_V0019,C01_V0019_T000061,5443,5496
C01_V0019,C01_V0019_T000062,5497,5565
C01_V0019,C01_V0019_T000063,5566,5630
C01_V0019,C01_V0019_T000064,5631,5702
C01_V0019,C01_V0019_T000065,5703,5774
C01_V0019,C01_V0019_T000066,5775,5829
C01_V0019,C01_V0019_T000067,5830,5866
C01_V0019,C01_V0019_T000068,5867,5926
C01_V0019,C01_V0019_T000069,5927,5986
C01_V0019,C01_V0019_T000070,5987,6267
C01_V0019,C01_V0019_T000071,6268,6650
C01_V0019,C01_V0019_T000072,6651,6719
C01_V0019,C01_V0019_T000073,6720,6778
C01_V0019,C01_V0019_T000074,6779,6846
C01_V0019,C01_V0019_T000075,6847,6918
C01_V0019,C01_V0019_T000076,6919,6986
C01_V0019,C01_V0019_T000077,6987,7531
C01_V0019,C01_V0019_T000078,7532,7579
C01_V0019,C01_V0019_T000079,7580,7608
