video_id,transition_id,frame_start,frame_end
C01_V0131,C01_V0131_T000000,0,49
C01_V0131,C01_V0131_T000001,50,101
C01_V0131,C01_V0131_T000002,102,201
C01_V0131,C01_V0131_T000003,202,243
C01_V0131,C01_V0131_T000004,244,286
C01_V0131,C01_V0131_T000005,287,389
C01_V0131,C01_V0131_T000006,390,435
C01_V0131,C01_V0131_T000007,436,484
C01_V0131,C01_V0131_T000008,485,536
C01_V0131,C01_V0131_T000009,537,620
C01_V0131,C01_V0131_T000010,621,664
C01_V0131,C01_V0131_T000011,665,711
C01_V0131,C01_V0131_T000012,712,756
C01_V0131,C01_V0131_T000013,757,799
C01_V0131,C01_V0131_T000014,800,836
C01_V0131,C01_V0131_T000015,837,888
C01_V0131,C01_V0131_T000016,889,1318
C01_V0131,C01_V0131_T000017,1319,1372
C01_V0131,C01_V0131_T000018,1373,1391
C01_V0131,C01_V0131_T000019,1392,1433
C01_V0131,C01_V0131_T000020,1434,1455
C01_V0131,C01_V0131_T000021,1456,1487
C01_V0131,C01_V0131_T000022,1488,1506
C01_V0131,C01_V0131_T000023,1507,1528
C01_V0131,C01_V0131_T000024,1529,1548
C01_V0131,C01_V0131_T000025,1549,1576
C01_V0131,C01_V0131_T000026,1577,1609
C01_V0131,C01_V0131_T000027,1610,1643
C01_V0131,C01_V0131_T000028,1644,1681
C01_V0131,C01_V0131_T000029,1682,1781
C01_V0131,C01_V0131_T000030,1782,2094
C01_V0131,C01_V0131_T000031,2095,2137
C01_V0131,C01_V0131_T000032,2138,2223
C01_V0131,C01_V0131_T000033,2224,2326
C01_V0131,C01_V0131_T000034,2327,2446
C01_V0131,C01_V0131_T000035,2447,2607
C01_V0131,C01_V0131_T000036,2608,2821
C01_V0131,C01_V0131_T000037,2822,2923
C01_V0131,C01_V0131_T000038,2924,3054
C01_V0131,C01_V0131_T000039,3055,3333
C01_V0131,C01_V0131_T000040,3334,3867
C01_V0131,C01_V0131_T000041,3868,4065
C01_V0131,C01_V0131_T000042,4066,4185
C01_V0131,C01_V0131_T000043,4186,4212
C01_V0131,C01_V0131_T000044,4213,4268
C01_V0131,C01_V0131_T000045,4269,4904
C01_V0131,C01_V0131_T000046,4905,5103
C01_V0131,C01_V0131_T000047,5104,5188
C01_V0131,C01_V0131_T000048,5189,5619
C01_V0131,C01_V0131_T000049,5620,5682
C01_V0131,C01_V0131_T000050,5683,5764
C01_V0131,C01_V0131_T000051,5765,5847
C01_V0131,C01_V0131_T000052,5848,5934
C01_V0131,C01_V0131_T000053,5935,6023
C01_V0131,C01_V0131_T000054,6024,6103
C01_V0131,C01_V0131_T000055,6104,6181
C01_V0131,C01_V0131_T000056,6182,6252
C01_V0131,C01_V0131_T000057,6253,6313
C01_V0131,C01_V0131_T000058,6314,6392
C01_V0131,C01_V0131_T000059,6393,6476
C01_V0131,C01_V0131_T000060,6477,6576
C01_V0131,C01_V0131_T000061,6577,6954
C01_V0131,C01_V0131_T000062,6955,7107
C01_V0131,C01_V0131_T000063,7108,7196
C01_V0131,C01_V0131_T000064,7197,7250
C01_V0131,C01_V0131_T000065,7251,7354
C01_V0131,C01_V0131_T000066,7355,7444
C01_V0131,C01_V0131_T000067,7445,7465
C01_V0131,C01_V0131_T000068,7466,7568
C01_V0131,C01_V0131_T000069,7569,7634
C01_V0131,C01_V0131_T000070,7635,7773
C01_V0131,C01_V0131_T000071,7774,8119
C01_V0131,C01_V0131_T000072,8120,8146
C01_V0131,C01_V0131_T000073,8147,8221
C01_V0131,C01_V0131_T000074,8222,8304
C01_V0131,C01_V0131_T000075,8305,8396
C01_V0131,C01_V0131_T000076,8397,8464
C01_V0131,C01_V0131_T000077,8465,8541
C01_V0131,C01_V0131_T000078,8542,8625
C01_V0131,C01_V0131_T000079,8626,8737
C01_V0131,C01_V0131_T000080,8738,8901
C01_V0131,C01_V0131_T000081,8902,9036
C01_V0131,C01_V0131_T000082,9037,9128
C01_V0131,C01_V0131_T000083,9129,9300
C01_V0131,C01_V0131_T000084,9301,9860
C01_V0131,C01_V0131_T000085,9861,9985
C01_V0131,C01_V0131_T000086,9986,10110
C01_V0131,C01_V0131_T000087,10111,10490
C01_V0131,C01_V0131_T000088,10491,10900
C01_V0131,C01_V0131_T000089,10901,11023
C01_V0131,C01_V0131_T000090,11024,11132
C01_V0131,C01_V0131_T000091,11133,11288
C01_V0131,C01_V0131_T000092,11289,11409
C01_V0131,C01_V0131_T000093,11410,11511
C01_V0131,C01_V0131_T000094,11512,11607
C01_V0131,C01_V0131_T000095,11608,11679
C01_V0131,C01_V0131_T000096,11680,11725
C01_V0131,C01_V0131_T000097,11726,11800
C01_V0131,C01_V0131_T000098,11801,11809
C01_V0131,C01_V0131_T000099,11810,11892
C01_V0131,C01_V0131_T000100,11894,11926
C01_V0131,C01_V0131_T000101,11927,12054
C01_V0131,C01_V0131_T000102,12055,12179
C01_V0131,C01_V0131_T000103,12180,12977
C01_V0131,C01_V0131_T000104,12978,13020
C01_V0131,C01_V0131_T000105,13021,13100
C01_V0131,C01_V0131_T000106,13101,13160
C01_V0131,C01_V0131_T000107,13161,13228
C01_V0131,C01_V0131_T000108,13229,13377
C01_V0131,C01_V0131_T000109,13378,13466
C01_V0131,C01_V0131_T000110,13467,13507
C01_V0131,C01_V0131_T000111,13508,13555
C01_V0131,C01_V0131_T000112,13556,13624
C01_V0131,C01_V0131_T000113,13625,13710
C01_V0131,C01_V0131_T000114,13711,13784
C01_V0131,C01_V0131_T000115,13785,13945
C01_V0131,C01_V0131_T000116,13946,14238
