video_id,transition_id,frame_start,frame_end
C01_V0034,C01_V0034_T000000,0,49
C01_V0034,C01_V0034_T000001,50,101
C01_V0034,C01_V0034_T000002,102,201
C01_V0034,C01_V0034_T000003,202,260
C01_V0034,C01_V0034_T000004,261,319
C01_V0034,C01_V0034_T000005,320,381
C01_V0034,C01_V0034_T000006,382,434
C01_V0034,C01_V0034_T000007,435,487
C01_V0034,C01_V0034_T000008,488,543
C01_V0034,C01_V0034_T000009,544,595
C01_V0034,C01_V0034_T000010,596,644
C01_V0034,C01_V0034_T000011,645,705
C01_V0034,C01_V0034_T000012,706,762
C01_V0034,C01_V0034_T000013,763,816
C01_V0034,C01_V0034_T000014,817,867
C01_V0034,C01_V0034_T000015,868,917
C01_V0034,C01_V0034_T000016,918,972
C01_V0034,C01_V0034_T000017,973,1020
C01_V0034,C01_V0034_T000018,1021,1549
C01_V0034,C01_V0034_T000019,1550,1603
C01_V0034,C01_V0034_T000020,1604,1622
C01_V0034,C01_V0034_T000021,1623,1664
C01_V0034,C01_V0034_T000022,1665,1686
C01_V0034,C01_V0034_T000023,1687,1718
C01_V0034,C01_V0034_T000024,1719,1737
C01_V0034,C01_V0034_T000025,1738,1759
C01_V0034,C01_V0034_T000026,1760,1778
C01_V0034,C01_V0034_T000027,1780,1807
C01_V0034,C01_V0034_T000028,1808,1840
C01_V0034,C01_V0034_T000029,1841,1874
C01_V0034,C01_V0034_T000030,1875,1912
C01_V0034,C01_V0034_T000031,1913,2012
C01_V0034,C01_V0034_T000032,2013,2392
C01_V0034,C01_V0034_T000033,2393,2443
C01_V0034,C01_V0034_T000034,2444,2523
C01_V0034,C01_V0034_T000035,2524,2589
C01_V0034,C01_V0034_T000036,2590,2629
C01_V0034,C01_V0034_T000037,2630,2699
C01_V0034,C01_V0034_T000038,2700,2749
C01_V0034,C01_V0034_T000039,2750,2812
C01_V0034,C01_V0034_T000040,2813,2871
C01_V0034,C01_V0034_T000041,2872,2964
C01_V0034,C01_V0034_T000042,2965,3072
C01_V0034,C01_V0034_T000043,3073,3178
C01_V0034,C01_V0034_T000044,3179,3308
C01_V0034,C01_V0034_T000045,3309,3717
C01_V0034,C01_V0034_T000046,3718,3800
C01_V0034,C01_V0034_T000047,3801,3896
C01_V0034,C01_V0034_T000048,3897,3975
C01_V0034,C01_V0034_T000049,3976,4040
C01_V0034,C01_V0034_T000050,4041,4093
C01_V0034,C01_V0034_T000051,4094,4140
C01_V0034,C01_V0034_T000052,4141,4215
C01_V0034,C01_V0034_T000053,4216,4286
C01_V0034,C01_V0034_T000054,4287,4469
C01_V0034,C01_V0034_T000055,4470,4845
C01_V0034,C01_V0034_T000056,4846,4921
C01_V0034,C01_V0034_T000057,4922,5117
C01_V0034,C01_V0034_T000058,5118,5206
C01_V0034,C01_V0034_T000059,5207,5373
C01_V0034,C01_V0034_T000060,5374,5478
C01_V0034,C01_V0034_T000061,5479,5577
C01_V0034,C01_V0034_T000062,5578,5682
C01_V0034,C01_V0034_T000063,5683,5786
C01_V0034,C01_V0034_T000064,5787,6187
C01_V0034,C01_V0034_T000065,6188,6268
C01_V0034,C01_V0034_T000066,6269,6375
C01_V0034,C01_V0034_T000067,6376,6486
C01_V0034,C01_V0034_T000068,6487,6606
C01_V0034,C01_V0034_T000069,6607,6698
C01_V0034,C01_V0034_T000070,6699,6781
C01_V0034,C01_V0034_T000071,6782,6912
C01_V0034,C01_V0034_T000072,6913,6996
C01_V0034,C01_V0034_T000073,6997,7102
C01_V0034,C01_V0034_T000074,7103,7241
C01_V0034,C01_V0034_T000075,7242,7312
C01_V0034,C01_V0034_T000076,7313,7412
C01_V0034,C01_V0034_T000077,7413,7634
C01_V0034,C01_V0034_T000078,7635,7709
C01_V0034,C01_V0034_T000079,7710,7803
C01_V0034,C01_V0034_T000080,7804,7933
C01_V0034,C01_V0034_T000081,7934,8016
C01_V0034,C01_V0034_T000082,8017,8086
C01_V0034,C01_V0034_T000083,8087,8186
C01_V0034,C01_V0034_T000084,8187,8285
C01_V0034,C01_V0034_T000085,8286,8375
C01_V0034,C01_V0034_T000086,8376,8487
C01_V0034,C01_V0034_T000087,8488,8748
C01_V0034,C01_V0034_T000088,8749,8854
C01_V0034,C01_V0034_T000089,8855,8943
C01_V0034,C01_V0034_T000090,8944,9023
C01_V0034,C01_V0034_T000091,9024,9126
C01_V0034,C01_V0034_T000092,9127,9205
C01_V0034,C01_V0034_T000093,9206,9281
C01_V0034,C01_V0034_T000094,9282,9360
C01_V0034,C01_V0034_T000095,9361,9441
C01_V0034,C01_V0034_T000096,9442,9516
C01_V0034,C01_V0034_T000097,9517,9591
C01_V0034,C01_V0034_T000098,9592,9668
C01_V0034,C01_V0034_T000099,9669,9744
C01_V0034,C01_V0034_T000100,9745,9807
C01_V0034,C01_V0034_T000101,9808,9882
C01_V0034,C01_V0034_T000102,9883,9958
C01_V0034,C01_V0034_T000103,9959,10045
C01_V0034,C01_V0034_T000104,10046,10130
C01_V0034,C01_V0034_T000105,10131,10207
C01_V0034,C01_V0034_T000106,10208,10421
C01_V0034,C01_V0034_T000107,10422,10490
C01_V0034,C01_V0034_T000108,10491,10589
C01_V0034,C01_V0034_T000109,10590,10678
C01_V0034,C01_V0034_T000110,10679,10775
C01_V0034,C01_V0034_T000111,10776,10883
C01_V0034,C01_V0034_T000112,10884,10966
C01_V0034,C01_V0034_T000113,10967,11078
C01_V0034,C01_V0034_T000114,11079,11189
C01_V0034,C01_V0034_T000115,11190,11291
C01_V0034,C01_V0034_T000116,11292,11351
C01_V0034,C01_V0034_T000117,11352,11498
C01_V0034,C01_V0034_T000118,11499,11538
C01_V0034,C01_V0034_T000119,11539,11584
C01_V0034,C01_V0034_T000120,11585,11706
