video_id,transition_id,frame_start,frame_end
C01_V0140,C01_V0140_T000000,0,47
C01_V0140,C01_V0140_T000001,48,97
C01_V0140,C01_V0140_T000002,98,193
C01_V0140,C01_V0140_T000003,194,234
C01_V0140,C01_V0140_T000004,235,276
C01_V0140,C01_V0140_T000005,277,316
C01_V0140,C01_V0140_T000006,317,357
C01_V0140,C01_V0140_T000007,358,394
C01_V0140,C01_V0140_T000008,395,436
C01_V0140,C01_V0140_T000009,437,471
C01_V0140,C01_V0140_T000010,472,565
C01_V0140,C01_V0140_T000011,566,652
C01_V0140,C01_V0140_T000012,653,691
C01_V0140,C01_V0140_T000013,692,730
C01_V0140,C01_V0140_T000014,731,783
C01_V0140,C01_V0140_T000015,784,823
C01_V0140,C01_V0140_T000016,824,860
C01_V0140,C01_V0140_T000017,861,1318
C01_V0140,C01_V0140_T000018,1319,1401
C01_V0140,C01_V0140_T000019,1402,1452
C01_V0140,C01_V0140_T000020,1453,1471
C01_V0140,C01_V0140_T000021,1472,1511
C01_V0140,C01_V0140_T000022,1512,1532
C01_V0140,C01_V0140_T000023,1533,1563
C01_V0140,C01_V0140_T000024,1564,1581
C01_V0140,C01_V0140_T000025,1582,1602
C01_V0140,C01_V0140_T000026,1603,1620
C01_V0140,C01_V0140_T000027,1622,1648
C01_V0140,C01_V0140_T000028,1649,1680
C01_V0140,C01_V0140_T000029,1681,1712
C01_V0140,C01_V0140_T000030,1713,1749
C01_V0140,C01_V0140_T000031,1750,2013
C01_V0140,C01_V0140_T000032,2014,2065
C01_V0140,C01_V0140_T000033,2066,2142
C01_V0140,C01_V0140_T000034,2143,2213
C01_V0140,C01_V0140_T000035,2214,2291
C01_V0140,C01_V0140_T000036,2292,2364
C01_V0140,C01_V0140_T000037,2365,2446
C01_V0140,C01_V0140_T000038,2447,2526
C01_V0140,C01_V0140_T000039,2527,2641
C01_V0140,C01_V0140_T000040,2642,3002
C01_V0140,C01_V0140_T000041,3003,3192
C01_V0140,C01_V0140_T000042,3193,3493
C01_V0140,C01_V0140_T000043,3494,3578
C01_V0140,C01_V0140_T000044,3579,3680
C01_V0140,C01_V0140_T000045,3681,3717
C01_V0140,C01_V0140_T000046,3718,4029
C01_V0140,C01_V0140_T000047,4030,4078
C01_V0140,C01_V0140_T000048,4079,4135
C01_V0140,C01_V0140_T000049,4136,4177
C01_V0140,C01_V0140_T000050,4178,4248
C01_V0140,C01_V0140_T000051,4249,4303
