video_id,transition_id,frame_start,frame_end
C02_V0018,C02_V0018_T000000,0,184
C02_V0018,C02_V0018_T000001,185,520
C02_V0018,C02_V0018_T000002,521,568
C02_V0018,C02_V0018_T000003,569,622
C02_V0018,C02_V0018_T000004,623,715
C02_V0018,C02_V0018_T000005,716,872
C02_V0018,C02_V0018_T000006,873,952
C02_V0018,C02_V0018_T000007,953,1087
C02_V0018,C02_V0018_T000008,1088,1168
C02_V0018,C02_V0018_T000009,1169,1201
C02_V0018,C02_V0018_T000010,1202,1208
C02_V0018,C02_V0018_T000011,1209,1273
C02_V0018,C02_V0018_T000012,1274,1717
C02_V0018,C02_V0018_T000013,1718,1943
C02_V0018,C02_V0018_T000014,1944,2182
C02_V0018,C02_V0018_T000015,2183,2295
C02_V0018,C02_V0018_T000016,2296,2379
C02_V0018,C02_V0018_T000017,2380,2549
C02_V0018,C02_V0018_T000018,2550,2630
C02_V0018,C02_V0018_T000019,2631,2709
C02_V0018,C02_V0018_T000020,2710,2893
C02_V0018,C02_V0018_T000021,2894,2987
C02_V0018,C02_V0018_T000022,2988,3100
C02_V0018,C02_V0018_T000023,3101,3213
C02_V0018,C02_V0018_T000024,3214,3377
C02_V0018,C02_V0018_T000025,3378,3445
C02_V0018,C02_V0018_T000026,3446,3515
C02_V0018,C02_V0018_T000027,3516,3623
C02_V0018,C02_V0018_T000028,3624,3682
C02_V0018,C02_V0018_T000029,3683,3740
C02_V0018,C02_V0018_T000030,3741,3797
C02_V0018,C02_V0018_T000031,3798,3886
C02_V0018,C02_V0018_T000032,3887,3969
C02_V0018,C02_V0018_T000033,3970,4135
C02_V0018,C02_V0018_T000034,4136,4598
C02_V0018,C02_V0018_T000035,4599,4642
C02_V0018,C02_V0018_T000036,4643,4702
C02_V0018,C02_V0018_T000037,4703,4762
C02_V0018,C02_V0018_T000038,4763,4822
C02_V0018,C02_V0018_T000039,4823,4882
C02_V0018,C02_V0018_T000040,4883,4942
C02_V0018,C02_V0018_T000041,4943,5002
C02_V0018,C02_V0018_T000042,5003,5062
C02_V0018,C02_V0018_T000043,5063,5122
C02_V0018,C02_V0018_T000044,5123,5182
C02_V0018,C02_V0018_T000045,5183,5242
C02_V0018,C02_V0018_T000046,5243,5302
C02_V0018,C02_V0018_T000047,5303,5326
C02_V0018,C02_V0018_T000048,5327,5873
C02_V0018,C02_V0018_T000049,5874,6417
C02_V0018,C02_V0018_T000050,6418,6476
C02_V0018,C02_V0018_T000051,6477,6536
C02_V0018,C02_V0018_T000052,6537,6596
C02_V0018,C02_V0018_T000053,6597,6656
C02_V0018,C02_V0018_T000054,6657,6716
C02_V0018,C02_V0018_T000055,6717,6776
C02_V0018,C02_V0018_T000056,6777,6833
C02_V0018,C02_V0018_T000057,6834,6892
C02_V0018,C02_V0018_T000058,6893,6950
C02_V0018,C02_V0018_T000059,6951,7027
C02_V0018,C02_V0018_T000060,7028,7670
C02_V0018,C02_V0018_T000061,7671,7714
C02_V0018,C02_V0018_T000062,7715,7761
C02_V0018,C02_V0018_T000063,7762,7801
C02_V0018,C02_V0018_T000064,7802,7843
C02_V0018,C02_V0018_T000065,7844,7888
C02_V0018,C02_V0018_T000066,7889,7924
C02_V0018,C02_V0018_T000067,7925,7966
C02_V0018,C02_V0018_T000068,7967,8007
C02_V0018,C02_V0018_T000069,8008,8051
C02_V0018,C02_V0018_T000070,8052,8097
C02_V0018,C02_V0018_T000071,8098,8140
C02_V0018,C02_V0018_T000072,8141,8186
C02_V0018,C02_V0018_T000073,8187,8218
C02_V0018,C02_V0018_T000074,8219,8258
C02_V0018,C02_V0018_T000075,8259,8296
C02_V0018,C02_V0018_T000076,8297,8332
C02_V0018,C02_V0018_T000077,8333,8353
C02_V0018,C02_V0018_T000078,8354,8403
C02_V0018,C02_V0018_T000079,8404,8469
C02_V0018,C02_V0018_T000080,8470,8499
