video_id,transition_id,frame_start,frame_end
C01_V0036,C01_V0036_T000000,0,49
C01_V0036,C01_V0036_T000001,50,101
C01_V0036,C01_V0036_T000002,102,252
C01_V0036,C01_V0036_T000003,253,292
C01_V0036,C01_V0036_T000004,293,444
C01_V0036,C01_V0036_T000005,445,477
C01_V0036,C01_V0036_T000006,478,591
C01_V0036,C01_V0036_T000007,592,738
C01_V0036,C01_V0036_T000008,739,774
C01_V0036,C01_V0036_T000009,775,806
C01_V0036,C01_V0036_T000010,807,867
C01_V0036,C01_V0036_T000011,868,900
C01_V0036,C01_V0036_T000012,901,1355
C01_V0036,C01_V0036_T000013,1356,1455
C01_V0036,C01_V0036_T000014,1456,1509
C01_V0036,C01_V0036_T000015,1510,1528
C01_V0036,C01_V0036_T000016,1529,1570
C01_V0036,C01_V0036_T000017,1571,1592
C01_V0036,C01_V0036_T000018,1593,1624
C01_V0036,C01_V0036_T000019,1625,1643
C01_V0036,C01_V0036_T000020,1644,1665
C01_V0036,C01_V0036_T000021,1666,1684
C01_V0036,C01_V0036_T000022,1686,1713
C01_V0036,C01_V0036_T000023,1714,1746
C01_V0036,C01_V0036_T000024,1747,1780
C01_V0036,C01_V0036_T000025,1781,1841
C01_V0036,C01_V0036_T000026,1842,2313
C01_V0036,C01_V0036_T000027,2314,2393
C01_V0036,C01_V0036_T000028,2394,2451
C01_V0036,C01_V0036_T000029,2452,2500
C01_V0036,C01_V0036_T000030,2501,2548
C01_V0036,C01_V0036_T000031,2549,2600
C01_V0036,C01_V0036_T000032,2601,2652
C01_V0036,C01_V0036_T000033,2653,2705
C01_V0036,C01_V0036_T000034,2706,2757
C01_V0036,C01_V0036_T000035,2758,2806
C01_V0036,C01_V0036_T000036,2807,2865
C01_V0036,C01_V0036_T000037,2866,2913
C01_V0036,C01_V0036_T000038,2914,2962
C01_V0036,C01_V0036_T000039,2963,3004
C01_V0036,C01_V0036_T000040,3005,3058
C01_V0036,C01_V0036_T000041,3059,3124
C01_V0036,C01_V0036_T000042,3125,3145
C01_V0036,C01_V0036_T000043,3146,3377
C01_V0036,C01_V0036_T000044,3378,3428
C01_V0036,C01_V0036_T000045,3429,3468
C01_V0036,C01_V0036_T000046,3469,3501
C01_V0036,C01_V0036_T000047,3502,3531
C01_V0036,C01_V0036_T000048,3532,3598
C01_V0036,C01_V0036_T000049,3599,3795
C01_V0036,C01_V0036_T000050,3796,3883
C01_V0036,C01_V0036_T000051,3884,3933
C01_V0036,C01_V0036_T000052,3934,3984
C01_V0036,C01_V0036_T000053,3985,4039
C01_V0036,C01_V0036_T000054,4040,4190
C01_V0036,C01_V0036_T000055,4191,4386
C01_V0036,C01_V0036_T000056,4387,4633
C01_V0036,C01_V0036_T000057,4634,4825
C01_V0036,C01_V0036_T000058,4826,4920
C01_V0036,C01_V0036_T000059,4921,5009
C01_V0036,C01_V0036_T000060,5010,5087
C01_V0036,C01_V0036_T000061,5088,5164
C01_V0036,C01_V0036_T000062,5165,5391
C01_V0036,C01_V0036_T000063,5392,5470
C01_V0036,C01_V0036_T000064,5471,5696
C01_V0036,C01_V0036_T000065,5697,5753
C01_V0036,C01_V0036_T000066,5754,6148
C01_V0036,C01_V0036_T000067,6149,6444
C01_V0036,C01_V0036_T000068,6445,6518
C01_V0036,C01_V0036_T000069,6519,6586
C01_V0036,C01_V0036_T000070,6587,6643
C01_V0036,C01_V0036_T000071,6644,6712
C01_V0036,C01_V0036_T000072,6713,6766
C01_V0036,C01_V0036_T000073,6767,6833
C01_V0036,C01_V0036_T000074,6834,6863
C01_V0036,C01_V0036_T000075,6864,7266
C01_V0036,C01_V0036_T000076,7267,7389
C01_V0036,C01_V0036_T000077,7390,7495
C01_V0036,C01_V0036_T000078,7496,7676
C01_V0036,C01_V0036_T000079,7677,7744
C01_V0036,C01_V0036_T000080,7745,7864
C01_V0036,C01_V0036_T000081,7865,7963
C01_V0036,C01_V0036_T000082,7964,8120
C01_V0036,C01_V0036_T000083,8121,8235
