video_id,transition_id,frame_start,frame_end
C01_V0086,C01_V0086_T000000,0,49
C01_V0086,C01_V0086_T000001,50,101
C01_V0086,C01_V0086_T000002,102,260
C01_V0086,C01_V0086_T000003,261,319
C01_V0086,C01_V0086_T000004,320,378
C01_V0086,C01_V0086_T000005,379,438
C01_V0086,C01_V0086_T000006,439,484
C01_V0086,C01_V0086_T000007,485,540
C01_V0086,C01_V0086_T000008,541,592
C01_V0086,C01_V0086_T000009,593,641
C01_V0086,C01_V0086_T000010,642,702
C01_V0086,C01_V0086_T000011,703,763
C01_V0086,C01_V0086_T000012,764,814
C01_V0086,C01_V0086_T000013,815,914
C01_V0086,C01_V0086_T000014,915,969
C01_V0086,C01_V0086_T000015,970,1017
C01_V0086,C01_V0086_T000016,1018,1074
C01_V0086,C01_V0086_T000017,1075,1537
C01_V0086,C01_V0086_T000018,1538,1591
C01_V0086,C01_V0086_T000019,1592,1610
C01_V0086,C01_V0086_T000020,1611,1652
C01_V0086,C01_V0086_T000021,1653,1674
C01_V0086,C01_V0086_T000022,1675,1706
C01_V0086,C01_V0086_T000023,1707,1725
C01_V0086,C01_V0086_T000024,1726,1747
C01_V0086,C01_V0086_T000025,1748,1767
C01_V0086,C01_V0086_T000026,1768,1795
C01_V0086,C01_V0086_T000027,1796,1828
C01_V0086,C01_V0086_T000028,1829,1862
C01_V0086,C01_V0086_T000029,1863,1900
C01_V0086,C01_V0086_T000030,1901,2000
C01_V0086,C01_V0086_T000031,2001,2400
C01_V0086,C01_V0086_T000032,2401,2465
C01_V0086,C01_V0086_T000033,2466,2517
C01_V0086,C01_V0086_T000034,2518,2583
C01_V0086,C01_V0086_T000035,2584,2631
C01_V0086,C01_V0086_T000036,2632,2734
C01_V0086,C01_V0086_T000037,2735,3381
C01_V0086,C01_V0086_T000038,3382,4260
C01_V0086,C01_V0086_T000039,4261,4372
C01_V0086,C01_V0086_T000040,4373,4466
C01_V0086,C01_V0086_T000041,4467,4557
C01_V0086,C01_V0086_T000042,4558,4593
C01_V0086,C01_V0086_T000043,4594,4642
C01_V0086,C01_V0086_T000044,4643,4752
C01_V0086,C01_V0086_T000045,4753,4879
C01_V0086,C01_V0086_T000046,4880,5105
C01_V0086,C01_V0086_T000047,5106,5537
C01_V0086,C01_V0086_T000048,5538,5684
C01_V0086,C01_V0086_T000049,5685,5852
C01_V0086,C01_V0086_T000050,5853,5929
C01_V0086,C01_V0086_T000051,5930,6003
C01_V0086,C01_V0086_T000052,6004,6323
C01_V0086,C01_V0086_T000053,6324,6467
C01_V0086,C01_V0086_T000054,6468,6506
C01_V0086,C01_V0086_T000055,6507,6545
C01_V0086,C01_V0086_T000056,6546,6567
C01_V0086,C01_V0086_T000057,6568,6606
C01_V0086,C01_V0086_T000058,6607,6667
C01_V0086,C01_V0086_T000059,6668,6712
C01_V0086,C01_V0086_T000060,6713,6785
C01_V0086,C01_V0086_T000061,6786,6854
C01_V0086,C01_V0086_T000062,6855,6910
C01_V0086,C01_V0086_T000063,6911,7045
C01_V0086,C01_V0086_T000064,7046,7131
C01_V0086,C01_V0086_T000065,7132,7193
C01_V0086,C01_V0086_T000066,7194,7249
C01_V0086,C01_V0086_T000067,7250,7403
C01_V0086,C01_V0086_T000068,7404,7596
C01_V0086,C01_V0086_T000069,7597,7981
C01_V0086,C01_V0086_T000070,7982,8294
C01_V0086,C01_V0086_T000071,8295,8380
C01_V0086,C01_V0086_T000072,8381,8492
C01_V0086,C01_V0086_T000073,8493,8592
C01_V0086,C01_V0086_T000074,8593,8777
C01_V0086,C01_V0086_T000075,8778,8999
C01_V0086,C01_V0086_T000076,9000,9123
C01_V0086,C01_V0086_T000077,9124,9223
C01_V0086,C01_V0086_T000078,9224,9588
C01_V0086,C01_V0086_T000079,9589,9623
C01_V0086,C01_V0086_T000080,9624,9700
C01_V0086,C01_V0086_T000081,9701,9779
C01_V0086,C01_V0086_T000082,9780,9861
C01_V0086,C01_V0086_T000083,9862,9944
C01_V0086,C01_V0086_T000084,9945,10023
C01_V0086,C01_V0086_T000085,10024,10090
C01_V0086,C01_V0086_T000086,10091,10172
C01_V0086,C01_V0086_T000087,10173,10253
C01_V0086,C01_V0086_T000088,10254,10337
C01_V0086,C01_V0086_T000089,10338,10419
C01_V0086,C01_V0086_T000090,10420,10794
C01_V0086,C01_V0086_T000091,10795,10927
C01_V0086,C01_V0086_T000092,10928,10974
C01_V0086,C01_V0086_T000093,10975,11079
C01_V0086,C01_V0086_T000094,11080,11264
C01_V0086,C01_V0086_T000095,11265,11375
C01_V0086,C01_V0086_T000096,11376,11477
C01_V0086,C01_V0086_T000097,11478,11581
C01_V0086,C01_V0086_T000098,11582,11794
C01_V0086,C01_V0086_T000099,11795,11865
C01_V0086,C01_V0086_T000100,11866,12147
C01_V0086,C01_V0086_T000101,12148,12182
C01_V0086,C01_V0086_T000102,12183,12194
C01_V0086,C01_V0086_T000103,12195,12203
C01_V0086,C01_V0086_T000104,12204,12214
C01_V0086,C01_V0086_T000105,12215,12233
C01_V0086,C01_V0086_T000106,12234,12315
