video_id,transition_id,frame_start,frame_end
C00_V0118,C00_V0118_T000000,0,15
C00_V0118,C00_V0118_T000001,16,44
C00_V0118,C00_V0118_T000002,46,65
C00_V0118,C00_V0118_T000003,66,85
C00_V0118,C00_V0118_T000004,87,130
C00_V0118,C00_V0118_T000005,132,232
C00_V0118,C00_V0118_T000006,233,540
C00_V0118,C00_V0118_T000007,541,594
C00_V0118,C00_V0118_T000008,595,630
C00_V0118,C00_V0118_T000009,631,660
C00_V0118,C00_V0118_T000010,661,688
C00_V0118,C00_V0118_T000011,689,721
C00_V0118,C00_V0118_T000012,722,747
C00_V0118,C00_V0118_T000013,748,777
C00_V0118,C00_V0118_T000014,778,811
C00_V0118,C00_V0118_T000015,812,845
C00_V0118,C00_V0118_T000016,846,882
C00_V0118,C00_V0118_T000017,883,913
C00_V0118,C00_V0118_T000018,914,940
C00_V0118,C00_V0118_T000019,941,965
C00_V0118,C00_V0118_T000020,966,1017
C00_V0118,C00_V0118_T000021,1018,1398
C00_V0118,C00_V0118_T000022,1399,1444
C00_V0118,C00_V0118_T000023,1445,1509
C00_V0118,C00_V0118_T000024,1510,1589
C00_V0118,C00_V0118_T000025,1590,1642
C00_V0118,C00_V0118_T000026,1643,1690
C00_V0118,C00_V0118_T000027,1691,1738
C00_V0118,C00_V0118_T000028,1739,1795
C00_V0118,C00_V0118_T000029,1796,1859
C00_V0118,C00_V0118_T000030,1860,1907
C00_V0118,C00_V0118_T000031,1908,1966
C00_V0118,C00_V0118_T000032,1967,2032
C00_V0118,C00_V0118_T000033,2033,2105
C00_V0118,C00_V0118_T000034,2106,2180
C00_V0118,C00_V0118_T000035,2181,2266
C00_V0118,C00_V0118_T000036,2267,2442
C00_V0118,C00_V0118_T000037,2443,3418
C00_V0118,C00_V0118_T000038,3419,3477
C00_V0118,C00_V0118_T000039,3478,3552
C00_V0118,C00_V0118_T000040,3553,3623
C00_V0118,C00_V0118_T000041,3624,3681
C00_V0118,C00_V0118_T000042,3682,3750
C00_V0118,C00_V0118_T000043,3751,3807
C00_V0118,C00_V0118_T000044,3808,3858
C00_V0118,C00_V0118_T000045,3859,4022
C00_V0118,C00_V0118_T000046,4023,4058
C00_V0118,C00_V0118_T000047,4059,4245
C00_V0118,C00_V0118_T000048,4246,4308
C00_V0118,C00_V0118_T000049,4309,4373
C00_V0118,C00_V0118_T000050,4374,4667
C00_V0118,C00_V0118_T000051,4668,4732
C00_V0118,C00_V0118_T000052,4733,4784
C00_V0118,C00_V0118_T000053,4785,4847
C00_V0118,C00_V0118_T000054,4848,4892
C00_V0118,C00_V0118_T000055,4893,4938
C00_V0118,C00_V0118_T000056,4939,4989
C00_V0118,C00_V0118_T000057,4990,5601
C00_V0118,C00_V0118_T000058,5602,5667
C00_V0118,C00_V0118_T000059,5668,5722
C00_V0118,C00_V0118_T000060,5723,5744
C00_V0118,C00_V0118_T000061,5745,5811
C00_V0118,C00_V0118_T000062,5812,5864
C00_V0118,C00_V0118_T000063,5865,5919
C00_V0118,C00_V0118_T000064,5920,5959
C00_V0118,C00_V0118_T000065,5960,5994
C00_V0118,C00_V0118_T000066,5995,6025
C00_V0118,C00_V0118_T000067,6026,6059
C00_V0118,C00_V0118_T000068,6060,6235
C00_V0118,C00_V0118_T000069,6236,6284
C00_V0118,C00_V0118_T000070,6285,6325
C00_V0118,C00_V0118_T000071,6326,6339
C00_V0118,C00_V0118_T000072,6340,6376
C00_V0118,C00_V0118_T000073,6377,6430
C00_V0118,C00_V0118_T000074,6431,6561
C00_V0118,C00_V0118_T000075,6562,6583
C00_V0118,C00_V0118_T000076,6584,6625
C00_V0118,C00_V0118_T000077,6626,6721
C00_V0118,C00_V0118_T000078,6722,6765
C00_V0118,C00_V0118_T000079,6766,6781
C00_V0118,C00_V0118_T000080,6782,6816
C00_V0118,C00_V0118_T000081,6817,6866
C00_V0118,C00_V0118_T000082,6867,6916
C00_V0118,C00_V0118_T000083,6917,6967
C00_V0118,C00_V0118_T000084,6968,7004
C00_V0118,C00_V0118_T000085,7005,7030
C00_V0118,C00_V0118_T000086,7031,7070
C00_V0118,C00_V0118_T000087,7071,7306
C00_V0118,C00_V0118_T000088,7307,7356
C00_V0118,C00_V0118_T000089,7357,7414
C00_V0118,C00_V0118_T000090,7415,7435
C00_V0118,C00_V0118_T000091,7436,7481
C00_V0118,C00_V0118_T000092,7482,7527
C00_V0118,C00_V0118_T000093,7528,7642
C00_V0118,C00_V0118_T000094,7643,7659
C00_V0118,C00_V0118_T000095,7660,7710
C00_V0118,C00_V0118_T000096,7711,7746
C00_V0118,C00_V0118_T000097,7747,7847
C00_V0118,C00_V0118_T000098,7848,7851
C00_V0118,C00_V0118_T000099,7852,7918
C00_V0118,C00_V0118_T000100,7919,7976
C00_V0118,C00_V0118_T000101,7977,8017
C00_V0118,C00_V0118_T000102,8018,8134
C00_V0118,C00_V0118_T000103,8135,8292
C00_V0118,C00_V0118_T000104,8293,8365
C00_V0118,C00_V0118_T000105,8366,8445
C00_V0118,C00_V0118_T000106,8446,8511
C00_V0118,C00_V0118_T000107,8512,8585
C00_V0118,C00_V0118_T000108,8586,8655
C00_V0118,C00_V0118_T000109,8656,8701
C00_V0118,C00_V0118_T000110,8702,8830
C00_V0118,C00_V0118_T000111,8831,8876
C00_V0118,C00_V0118_T000112,8877,8989
C00_V0118,C00_V0118_T000113,8990,9078
C00_V0118,C00_V0118_T000114,9079,9149
C00_V0118,C00_V0118_T000115,9150,9294
C00_V0118,C00_V0118_T000116,9295,9354
C00_V0118,C00_V0118_T000117,9355,9397
C00_V0118,C00_V0118_T000118,9398,9448
C00_V0118,C00_V0118_T000119,9449,9496
C00_V0118,C00_V0118_T000120,9497,9582
C00_V0118,C00_V0118_T000121,9583,9641
C00_V0118,C00_V0118_T000122,9642,9692
C00_V0118,C00_V0118_T000123,9693,9739
C00_V0118,C00_V0118_T000124,9740,9775
C00_V0118,C00_V0118_T000125,9776,9821
C00_V0118,C00_V0118_T000126,9822,9886
C00_V0118,C00_V0118_T000127,9887,9931
C00_V0118,C00_V0118_T000128,9932,9987
C00_V0118,C00_V0118_T000129,9988,10084
C00_V0118,C00_V0118_T000130,10085,10344
C00_V0118,C00_V0118_T000131,10345,10406
C00_V0118,C00_V0118_T000132,10407,10460
C00_V0118,C00_V0118_T000133,10461,10512
C00_V0118,C00_V0118_T000134,10513,10595
C00_V0118,C00_V0118_T000135,10596,10631
C00_V0118,C00_V0118_T000136,10632,10679
C00_V0118,C00_V0118_T000137,10680,10728
