video_id,transition_id,frame_start,frame_end
C01_V0025,C01_V0025_T000000,0,49
C01_V0025,C01_V0025_T000001,50,101
C01_V0025,C01_V0025_T000002,102,201
C01_V0025,C01_V0025_T000003,202,232
C01_V0025,C01_V0025_T000004,233,251
C01_V0025,C01_V0025_T000005,252,273
C01_V0025,C01_V0025_T000006,274,303
C01_V0025,C01_V0025_T000007,304,349
C01_V0025,C01_V0025_T000008,350,374
C01_V0025,C01_V0025_T000009,375,412
C01_V0025,C01_V0025_T000010,413,510
C01_V0025,C01_V0025_T000011,511,626
C01_V0025,C01_V0025_T000012,627,718
C01_V0025,C01_V0025_T000013,719,760
C01_V0025,C01_V0025_T000014,761,810
C01_V0025,C01_V0025_T000015,811,865
C01_V0025,C01_V0025_T000016,866,1309
C01_V0025,C01_V0025_T000017,1310,1409
C01_V0025,C01_V0025_T000018,1410,1463
C01_V0025,C01_V0025_T000019,1464,1482
C01_V0025,C01_V0025_T000020,1483,1524
C01_V0025,C01_V0025_T000021,1525,1546
C01_V0025,C01_V0025_T000022,1547,1578
C01_V0025,C01_V0025_T000023,1579,1597
C01_V0025,C01_V0025_T000024,1598,1619
C01_V0025,C01_V0025_T000025,1620,1639
C01_V0025,C01_V0025_T000026,1640,1667
C01_V0025,C01_V0025_T000027,1668,1700
C01_V0025,C01_V0025_T000028,1701,1734
C01_V0025,C01_V0025_T000029,1735,1795
C01_V0025,C01_V0025_T000030,1796,2146
C01_V0025,C01_V0025_T000031,2147,2251
C01_V0025,C01_V0025_T000032,2252,2311
C01_V0025,C01_V0025_T000033,2312,2396
C01_V0025,C01_V0025_T000034,2397,2477
C01_V0025,C01_V0025_T000035,2478,2551
C01_V0025,C01_V0025_T000036,2552,2620
C01_V0025,C01_V0025_T000037,2621,2684
C01_V0025,C01_V0025_T000038,2685,3288
C01_V0025,C01_V0025_T000039,3289,3395
C01_V0025,C01_V0025_T000040,3396,3501
C01_V0025,C01_V0025_T000041,3502,3527
C01_V0025,C01_V0025_T000042,3528,3609
C01_V0025,C01_V0025_T000043,3610,3652
C01_V0025,C01_V0025_T000044,3653,3752
C01_V0025,C01_V0025_T000045,3753,3870
C01_V0025,C01_V0025_T000046,3871,4039
C01_V0025,C01_V0025_T000047,4040,4084
C01_V0025,C01_V0025_T000048,4085,4223
C01_V0025,C01_V0025_T000049,4224,4314
C01_V0025,C01_V0025_T000050,4315,4411
C01_V0025,C01_V0025_T000051,4412,4473
C01_V0025,C01_V0025_T000052,4474,4532
C01_V0025,C01_V0025_T000053,4533,4596
C01_V0025,C01_V0025_T000054,4597,4639
C01_V0025,C01_V0025_T000055,4640,4717
C01_V0025,C01_V0025_T000056,4718,4966
C01_V0025,C01_V0025_T000057,4967,5044
C01_V0025,C01_V0025_T000058,5045,5140
C01_V0025,C01_V0025_T000059,5141,5339
C01_V0025,C01_V0025_T000060,5340,5412
C01_V0025,C01_V0025_T000061,5413,5479
C01_V0025,C01_V0025_T000062,5480,5541
C01_V0025,C01_V0025_T000063,5542,5743
C01_V0025,C01_V0025_T000064,5744,5796
C01_V0025,C01_V0025_T000065,5797,5851
C01_V0025,C01_V0025_T000066,5852,5919
C01_V0025,C01_V0025_T000067,5920,6019
C01_V0025,C01_V0025_T000068,6020,6087
C01_V0025,C01_V0025_T000069,6088,6167
C01_V0025,C01_V0025_T000070,6168,6226
C01_V0025,C01_V0025_T000071,6227,6295
C01_V0025,C01_V0025_T000072,6296,6452
C01_V0025,C01_V0025_T000073,6453,6522
C01_V0025,C01_V0025_T000074,6523,6574
C01_V0025,C01_V0025_T000075,6575,6633
C01_V0025,C01_V0025_T000076,6634,6678
C01_V0025,C01_V0025_T000077,6679,6869
C01_V0025,C01_V0025_T000078,6870,6928
C01_V0025,C01_V0025_T000079,6929,7013
C01_V0025,C01_V0025_T000080,7014,7419
C01_V0025,C01_V0025_T000081,7420,7518
C01_V0025,C01_V0025_T000082,7519,7642
C01_V0025,C01_V0025_T000083,7643,7766
C01_V0025,C01_V0025_T000084,7767,7871
C01_V0025,C01_V0025_T000085,7872,7976
C01_V0025,C01_V0025_T000086,7977,8209
C01_V0025,C01_V0025_T000087,8210,8289
C01_V0025,C01_V0025_T000088,8290,8370
C01_V0025,C01_V0025_T000089,8371,8461
C01_V0025,C01_V0025_T000090,8462,8554
C01_V0025,C01_V0025_T000091,8555,8579
C01_V0025,C01_V0025_T000092,8580,8866
C01_V0025,C01_V0025_T000093,8867,8957
C01_V0025,C01_V0025_T000094,8958,9077
C01_V0025,C01_V0025_T000095,9078,9345
C01_V0025,C01_V0025_T000096,9346,9500
C01_V0025,C01_V0025_T000097,9501,9573
C01_V0025,C01_V0025_T000098,9574,9615
C01_V0025,C01_V0025_T000099,9616,9688
C01_V0025,C01_V0025_T000100,9689,10248
C01_V0025,C01_V0025_T000101,10249,10458
C01_V0025,C01_V0025_T000102,10459,11338
C01_V0025,C01_V0025_T000103,11339,11410
C01_V0025,C01_V0025_T000104,11411,11472
C01_V0025,C01_V0025_T000105,11473,11532
C01_V0025,C01_V0025_T000106,11533,11595
C01_V0025,C01_V0025_T000107,11596,11666
C01_V0025,C01_V0025_T000108,11667,11728
C01_V0025,C01_V0025_T000109,11729,11790
C01_V0025,C01_V0025_T000110,11791,11872
C01_V0025,C01_V0025_T000111,11873,11939
C01_V0025,C01_V0025_T000112,11940,12007
C01_V0025,C01_V0025_T000113,12008,12035
C01_V0025,C01_V0025_T000114,12036,13098
C01_V0025,C01_V0025_T000115,13099,13228
C01_V0025,C01_V0025_T000116,13229,13339
C01_V0025,C01_V0025_T000117,13340,13421
C01_V0025,C01_V0025_T000118,13422,13504
C01_V0025,C01_V0025_T000119,13505,13567
C01_V0025,C01_V0025_T000120,13568,13650
C01_V0025,C01_V0025_T000121,13651,13748
C01_V0025,C01_V0025_T000122,13749,13866
C01_V0025,C01_V0025_T000123,13867,14025
C01_V0025,C01_V0025_T000124,14026,14128
C01_V0025,C01_V0025_T000125,14129,14245
C01_V0025,C01_V0025_T000126,14246,14443
C01_V0025,C01_V0025_T000127,14444,14543
C01_V0025,C01_V0025_T000128,14544,14676
C01_V0025,C01_V0025_T000129,14677,14780
C01_V0025,C01_V0025_T000130,14781,14877
