video_id,transition_id,frame_start,frame_end
C02_V0091,C02_V0091_T000000,0,20825
C02_V0091,C02_V0091_T000001,20826,20872
C02_V0091,C02_V0091_T000002,20873,21180
C02_V0091,C02_V0091_T000003,21181,21364
C02_V0091,C02_V0091_T000004,21365,21486
C02_V0091,C02_V0091_T000005,21487,21905
C02_V0091,C02_V0091_T000006,21906,21949
C02_V0091,C02_V0091_T000007,21950,21994
C02_V0091,C02_V0091_T000008,21995,22033
C02_V0091,C02_V0091_T000009,22034,22074
C02_V0091,C02_V0091_T000010,22075,22111
C02_V0091,C02_V0091_T000011,22112,22207
C02_V0091,C02_V0091_T000012,22208,22242
C02_V0091,C02_V0091_T000013,22243,22282
C02_V0091,C02_V0091_T000014,22283,22320
C02_V0091,C02_V0091_T000015,22321,22368
C02_V0091,C02_V0091_T000016,22369,22446
C02_V0091,C02_V0091_T000017,22447,22477
C02_V0091,C02_V0091_T000018,22478,22511
C02_V0091,C02_V0091_T000019,22512,22541
C02_V0091,C02_V0091_T000020,22542,22570
C02_V0091,C02_V0091_T000021,22571,22585
C02_V0091,C02_V0091_T000022,22586,22593
C02_V0091,C02_V0091_T000023,22594,22651
C02_V0091,C02_V0091_T000024,22652,24486
C02_V0091,C02_V0091_T000025,24487,24544
C02_V0091,C02_V0091_T000026,24545,24604
C02_V0091,C02_V0091_T000027,24605,24697
C02_V0091,C02_V0091_T000028,24698,24755
C02_V0091,C02_V0091_T000029,24756,24814
C02_V0091,C02_V0091_T000030,24815,24869
C02_V0091,C02_V0091_T000031,24870,25027
C02_V0091,C02_V0091_T000032,25028,25139
C02_V0091,C02_V0091_T000033,25140,25193
C02_V0091,C02_V0091_T000034,25194,25312
C02_V0091,C02_V0091_T000035,25313,25692
C02_V0091,C02_V0091_T000036,25693,25749
C02_V0091,C02_V0091_T000037,25750,25817
C02_V0091,C02_V0091_T000038,25818,25878
C02_V0091,C02_V0091_T000039,25879,25929
C02_V0091,C02_V0091_T000040,25930,25990
C02_V0091,C02_V0091_T000041,25991,26083
C02_V0091,C02_V0091_T000042,26084,26263
C02_V0091,C02_V0091_T000043,26264,26331
C02_V0091,C02_V0091_T000044,26332,26406
C02_V0091,C02_V0091_T000045,26407,26592
C02_V0091,C02_V0091_T000046,26593,26658
C02_V0091,C02_V0091_T000047,26659,26712
C02_V0091,C02_V0091_T000048,26713,26862
C02_V0091,C02_V0091_T000049,26863,26947
C02_V0091,C02_V0091_T000050,26948,27024
C02_V0091,C02_V0091_T000051,27025,27111
C02_V0091,C02_V0091_T000052,27112,27195
C02_V0091,C02_V0091_T000053,27196,27247
C02_V0091,C02_V0091_T000054,27248,27324
C02_V0091,C02_V0091_T000055,27325,27383
C02_V0091,C02_V0091_T000056,27384,27447
C02_V0091,C02_V0091_T000057,27448,27496
C02_V0091,C02_V0091_T000058,27497,27557
C02_V0091,C02_V0091_T000059,27558,27609
C02_V0091,C02_V0091_T000060,27610,27658
