video_id,transition_id,frame_start,frame_end
C01_V0001,C01_V0001_T000000,0,49
C01_V0001,C01_V0001_T000001,50,101
C01_V0001,C01_V0001_T000002,102,201
C01_V0001,C01_V0001_T000003,202,307
C01_V0001,C01_V0001_T000004,308,417
C01_V0001,C01_V0001_T000005,418,469
C01_V0001,C01_V0001_T000006,470,525
C01_V0001,C01_V0001_T000007,526,584
C01_V0001,C01_V0001_T000008,585,633
C01_V0001,C01_V0001_T000009,634,747
C01_V0001,C01_V0001_T000010,748,793
C01_V0001,C01_V0001_T000011,794,849
C01_V0001,C01_V0001_T000012,850,904
C01_V0001,C01_V0001_T000013,905,954
C01_V0001,C01_V0001_T000014,955,1005
C01_V0001,C01_V0001_T000015,1006,1059
C01_V0001,C01_V0001_T000016,1060,1478
C01_V0001,C01_V0001_T000017,1479,1532
C01_V0001,C01_V0001_T000018,1533,1551
C01_V0001,C01_V0001_T000019,1552,1593
C01_V0001,C01_V0001_T000020,1594,1615
C01_V0001,C01_V0001_T000021,1616,1647
C01_V0001,C01_V0001_T000022,1648,1666
C01_V0001,C01_V0001_T000023,1667,1688
C01_V0001,C01_V0001_T000024,1689,1708
C01_V0001,C01_V0001_T000025,1709,1736
C01_V0001,C01_V0001_T000026,1737,1769
C01_V0001,C01_V0001_T000027,1770,1803
C01_V0001,C01_V0001_T000028,1804,1841
C01_V0001,C01_V0001_T000029,1842,1941
C01_V0001,C01_V0001_T000030,1942,2200
C01_V0001,C01_V0001_T000031,2201,2325
C01_V0001,C01_V0001_T000032,2326,2500
C01_V0001,C01_V0001_T000033,2501,2550
C01_V0001,C01_V0001_T000034,2551,2672
C01_V0001,C01_V0001_T000035,2673,2719
C01_V0001,C01_V0001_T000036,2720,2753
C01_V0001,C01_V0001_T000037,2754,2776
C01_V0001,C01_V0001_T000038,2777,2820
C01_V0001,C01_V0001_T000039,2821,2872
C01_V0001,C01_V0001_T000040,2873,3122
C01_V0001,C01_V0001_T000041,3123,3184
C01_V0001,C01_V0001_T000042,3185,3236
C01_V0001,C01_V0001_T000043,3237,3287
C01_V0001,C01_V0001_T000044,3288,3339
C01_V0001,C01_V0001_T000045,3340,3417
C01_V0001,C01_V0001_T000046,3418,3489
C01_V0001,C01_V0001_T000047,3490,3553
C01_V0001,C01_V0001_T000048,3554,3616
C01_V0001,C01_V0001_T000049,3617,3674
C01_V0001,C01_V0001_T000050,3675,3734
C01_V0001,C01_V0001_T000051,3735,3863
C01_V0001,C01_V0001_T000052,3864,3935
C01_V0001,C01_V0001_T000053,3936,4036
C01_V0001,C01_V0001_T000054,4037,4109
C01_V0001,C01_V0001_T000055,4110,4217
C01_V0001,C01_V0001_T000056,4218,4345
C01_V0001,C01_V0001_T000057,4346,4682
C01_V0001,C01_V0001_T000058,4683,4750
C01_V0001,C01_V0001_T000059,4751,4842
C01_V0001,C01_V0001_T000060,4843,4923
C01_V0001,C01_V0001_T000061,4924,5032
C01_V0001,C01_V0001_T000062,5033,5220
C01_V0001,C01_V0001_T000063,5221,5271
C01_V0001,C01_V0001_T000064,5272,5329
C01_V0001,C01_V0001_T000065,5330,5405
C01_V0001,C01_V0001_T000066,5406,5480
C01_V0001,C01_V0001_T000067,5481,5569
C01_V0001,C01_V0001_T000068,5570,5647
C01_V0001,C01_V0001_T000069,5648,5729
C01_V0001,C01_V0001_T000070,5730,5815
C01_V0001,C01_V0001_T000071,5816,5856
C01_V0001,C01_V0001_T000072,5857,6210
C01_V0001,C01_V0001_T000073,6211,6277
C01_V0001,C01_V0001_T000074,6278,6354
C01_V0001,C01_V0001_T000075,6355,6457
C01_V0001,C01_V0001_T000076,6458,6553
C01_V0001,C01_V0001_T000077,6554,6633
C01_V0001,C01_V0001_T000078,6634,6698
C01_V0001,C01_V0001_T000079,6699,6774
C01_V0001,C01_V0001_T000080,6775,6835
C01_V0001,C01_V0001_T000081,6836,6902
C01_V0001,C01_V0001_T000082,6903,6969
C01_V0001,C01_V0001_T000083,6970,7264
C01_V0001,C01_V0001_T000084,7265,7348
C01_V0001,C01_V0001_T000085,7349,7412
C01_V0001,C01_V0001_T000086,7413,7475
C01_V0001,C01_V0001_T000087,7476,7557
C01_V0001,C01_V0001_T000088,7558,7732
C01_V0001,C01_V0001_T000089,7733,8113
C01_V0001,C01_V0001_T000090,8114,8196
C01_V0001,C01_V0001_T000091,8197,8273
